FishCode,PreyID,PreyIDsimple,AlternativeID,MasterName,LeftOtoCheck,RightOtoCheck,LeftLength,LeftWidth,LeftPerim,LeftArea,RightLength,RightWidth,RightPerim,RightArea,AverageLength,AverageWidth,AveragePerimeter,AverageArea,LeftComposition,RightComposition,Digestion,ActualFishLen,ActualFishWeight,AVGPredictedLength,SalmonSpecies,SalmonSex,SalmonLength,SalmonWeight,CollectionMonth,CollectionYear,CollectionDayofYear,Season,Latitude,Longitude,StatArea
17605,A,A,,17605HerringHerringA,YES,YES,3.583569616,1.826791063,9.801491829,4.709639526,3.661305943,1.847684013,10.02379653,4.832134131,3.62243778,1.837237538,9.912644178,4.770886829,Aragonite,Aragonite,3,151,26.7918,166.8272404,ch,male,87,21.3,6,2018,160,summer,49.96580069,-125.0847398,13
17606,B,B,,17606HerringHerringB,YES,YES,3.738681589,1.749749305,10.78793052,4.647770826,3.818945604,1.781498739,10.48772421,4.85095727,3.778813596,1.765624022,10.63782736,4.749364048,Aragonite,Aragonite,3,177,55.3728,174.1271763,ch,female,89,23.5,6,2018,160,summer,49.96580069,-125.0847398,13
17606,C,C,,17606HerringHerringC,YES,YES,4.005326395,1.998106101,10.85476242,5.615408572,4.079936489,1.972682398,10.93660806,5.595817556,4.042631442,1.98539425,10.89568524,5.605613064,Aragonite,Aragonite,4,,,186.442721,ch,female,89,23.5,6,2018,160,summer,49.96580069,-125.0847398,13
17611,A,A,Unidentified Fish,17611Unidentified FishHerringA,YES,YES,3.56677921,1.761275212,9.340970845,4.429110463,3.587298173,1.726286192,9.138679176,4.43738197,3.577038692,1.743780702,9.23982501,4.433246216,Aragonite,Aragonite,3,153,21.1427,164.7079202,ch,male,67,,6,2018,153,summer,49.79329645,-124.9917005,14
17612,A,A,,17612HerringHerringA,NO,YES,,,,,3.046274285,1.517667162,8.214397624,3.16974744,3.046274285,1.517667162,8.214397624,3.16974744,,Aragonite,3,129,14.6852,139.9307762,ch,female,74,,7,2018,186,summer,49.79329645,-124.9917005,14
17614,A,A,,17614HerringHerringA,YES,YES,2.758121245,1.404739496,7.372697323,2.738509449,2.859485323,1.422102651,7.604173642,2.785757065,2.808803284,1.413421074,7.488435482,2.762133257,Aragonite,Aragonite,3,125,15.6223,128.8451549,ch,male,63,,7,2018,186,summer,49.90427779,-124.9808889,14
17616,A,A,Unidentified Fish,17616Unidentified FishHerringA,YES,YES,3.691451762,1.646816686,10.58465108,4.112584929,3.718602062,1.640618543,10.71433407,4.185059459,3.705026912,1.643717614,10.64949258,4.148822194,Aragonite,Aragonite,4,,,170.6826663,ch,female,65.98985,11,6,2018,163,summer,49.47622192,-124.6494501,14
17617,A,A,Unidentified Fish,17617Unidentified FishHerringA,YES,YES,3.629178849,1.784285195,10.54697101,4.655055559,3.645075431,1.830123153,11.2223446,4.679723176,3.63712714,1.807204174,10.8846578,4.667389368,Aragonite,Aragonite,4,,,167.5129691,ch,female,82,,8,2018,217,summer,49.79329645,-124.9917005,14
17617,B,B,Unidentified Fish,17617Unidentified FishHerringB,YES,YES,3.716878141,1.870470357,10.63968723,4.945504436,3.748448079,1.890765311,10.7778476,5.161665289,3.73266311,1.880617834,10.70876742,5.053584862,Aragonite,Aragonite,4,,,171.9727793,ch,female,82,,8,2018,217,summer,49.79329645,-124.9917005,14
17618,A,A,,17618HerringHerringA,NO,YES,,,,,2.402411864,1.158621883,6.824389332,1.919027851,2.402411864,1.158621883,6.824389332,1.919027851,Aragonite,Aragonite,4,,,109.8739906,ch,female,66,8,7,2018,190,summer,49.5841606,-124.1074275,16
17620,A,A,Unidentified Fish,17620Unidentified FishHerringA,YES,YES,3.095648309,1.442616641,8.521966882,3.148044764,3.075888571,1.43832028,8.439674515,3.182055878,3.08576844,1.440468461,8.480820699,3.165050321,Aragonite,Aragonite,4,,,141.7744423,ch,female,66,,6,2018,176,summer,49.658115,-124.134729,16
17621,A,A,,17621HerringHerringA,YES,YES,2.602562317,1.373411312,7.340340879,2.396912422,2.599339118,1.364127211,7.19335493,2.421109033,2.600950718,1.368769261,7.266847905,2.409010728,Aragonite,Aragonite,2,113,18.8098,119.1421814,ch,female,73,,6,2018,176,summer,49.650721,-124.151564,16
17621,B,B,,17621HerringHerringB,YES,NO,2.538234827,1.413148067,6.834503193,2.512346804,,,,,2.538234827,1.413148067,6.834503193,2.512346804,Aragonite,Aragonite,1,114,17.6239,116.2144782,ch,female,73,,6,2018,176,summer,49.650721,-124.151564,16
17621,B,B,Unidentified Fish,17621Unidentified FishHerringB,YES,YES,2.734931852,1.415184023,7.245891118,2.715110952,2.664653223,1.42208084,7.152839871,2.645808957,2.699792537,1.418632431,7.199365495,2.680459955,Aragonite,Aragonite,3,118,11.5554,123.7563152,ch,female,73,,6,2018,176,summer,49.650721,-124.151564,16
17621,C,C,,17621HerringHerringC,YES,YES,2.634922872,1.448169253,6.954938941,2.648092464,2.65015153,1.462017349,6.95059782,2.721598798,2.642537201,1.455093301,6.95276838,2.684845631,Aragonite,Aragonite,1,110,17.2971,121.0835216,ch,female,73,,6,2018,176,summer,49.650721,-124.151564,16
17621,C,C,Unidentified Fish,17621Unidentified FishHerringC,YES,YES,2.502914901,1.26624253,6.810360081,2.246654332,2.452754863,1.282049001,6.503948827,2.232578046,2.477834882,1.274145765,6.657154454,2.239616189,Aragonite,Aragonite,4,,,113.3948879,ch,female,73,,6,2018,176,summer,49.650721,-124.151564,16
17621,D,D,,17621HerringHerringD,YES,YES,2.52655788,1.40727251,7.59086802,2.504613363,2.634468913,1.4227101,7.477566919,2.606792408,2.580513397,1.414991305,7.534217469,2.555702885,Aragonite,Aragonite,2,112,13.9949,118.1881264,ch,female,73,,6,2018,176,summer,49.650721,-124.151564,16
17622,A,A,,17622HerringHerringA,YES,YES,1.44485533,0.874962008,3.948862211,0.894942085,1.467005422,0.84465126,3.915051198,0.86115633,1.455930376,0.859806634,3.931956704,0.878049207,Aragonite,Aragonite,2,79,4.9324,65.69034182,ch,female,90,24,7,2018,191,summer,49.630395,-124.280484,16
17622,B,B,,17622HerringHerringB,YES,NO,1.489390145,0.893780726,4.104033041,0.946609666,,,,,1.489390145,0.893780726,4.104033041,0.946609666,Aragonite,,3,75,5.4651,67.25231076,ch,female,90,24,7,2018,191,summer,49.630395,-124.280484,16
17622,D,D,,17622HerringHerringD,YES,YES,1.573076011,0.921757794,4.200683273,0.996494867,1.619308293,0.896724224,4.234452976,1.015335523,1.596192152,0.909241009,4.217568125,1.005915195,Aragonite,Aragonite,3,79,5.0122,72.23804204,ch,female,90,24,7,2018,191,summer,49.630395,-124.280484,16
17622,E,E,,17622HerringHerringE,YES,NO,1.757387896,0.971423537,4.639887274,1.195575199,,,,,1.757387896,0.971423537,4.639887274,1.195575199,Aragonite,,3,81,5.8581,79.76298175,ch,female,90,24,7,2018,191,summer,49.630395,-124.280484,16
17622,F,F,,17622HerringHerringF,YES,YES,2.554234592,1.319377904,6.895512543,2.386887553,2.62566301,1.289148761,6.966102474,2.434723334,2.589948801,1.304263333,6.930807509,2.410805443,Aragonite,Aragonite,3,98,8.4808,118.6285899,ch,female,90,24,7,2018,191,summer,49.630395,-124.280484,16
17625,A,A,,17625HerringHerringA,YES,NO,2.723859294,1.294243237,7.011565442,2.55015383,,,,,2.723859294,1.294243237,7.011565442,2.55015383,Aragonite,,3,120,15.7524,124.8797995,ch,female,65,,7,2018,210,summer,48.68714227,-123.4914102,19
17628,A,A,,17628HerringHerringA,YES,NO,3.633325942,1.790754253,10.1694321,4.636667645,,,,,3.633325942,1.790754253,10.1694321,4.636667645,Aragonite,,3,152,19.2363,167.3355216,ch,female,76,,6,2018,153,summer,49.79329645,-124.9917005,14
17634,A,A,,17634HerringHerringA,NO,YES,,,,,3.054387606,1.515363063,8.630602841,3.137145359,3.054387606,1.515363063,8.630602841,3.137145359,Vaterite,Aragonite,2,128,27.451,140.3095222,ch,male,64,,7,2018,201,summer,49.98463704,-125.1820986,13
17634,B,B,,17634HerringHerringB,YES,NO,3.27804683,1.648439434,9.598818304,3.701212431,,,,,3.27804683,1.648439434,9.598818304,3.701212431,Vaterite,,3,139,28.3883,150.7503821,ch,male,64,,7,2018,201,summer,49.98463704,-125.1820986,13
17635,C,C,Unidentified Fish,17635Unidentified FishHerringC,YES,YES,1.479200251,0.839300843,3.755664611,0.869512274,1.407522211,0.828326791,3.654241785,0.809924269,1.443361231,0.833813817,3.704953198,0.839718271,Aragonite,Aragonite,4,,,65.10358898,ch,male,75,,7,2018,208,summer,49.90427779,-124.9808889,14
17638,A,A,Unidentified Fish,17638Unidentified FishHerringA,YES,YES,2.882208008,1.461514706,7.60468105,2.988224355,2.847602775,1.462601149,7.681171271,2.958446885,2.864905391,1.462057928,7.642926161,2.97333562,Aragonite,Aragonite,3,130,7.0086,131.4641135,ch,male,65,,7,2018,185,summer,49.96580069,-125.0847398,13
17640,A,A,,17640HerringHerringA,YES,YES,3.091311824,1.680007862,8.494450184,3.66954218,3.017617136,1.648060155,8.423916273,3.492659425,3.05446448,1.664034009,8.459183228,3.581100803,Aragonite,Aragonite,2,164,38.0192,140.3131109,ch,female,62,,5,2018,128,spring,49.79329645,-124.9917005,14
17648,A,A,,17648HerringHerringA,YES,YES,1.554249063,0.879630719,4.076287985,0.901713355,1.639384286,0.89375422,4.26649793,0.979395579,1.596816674,0.88669247,4.171392957,0.940554467,Aragonite,Aragonite,2,56,2.4037,72.26719599,ch,male,53,11,8,2018,226,summer,48.83894365,-125.1448367,23
17650,A,A,Unidentified Fish,17650Unidentified FishHerringA,YES,YES,1.637979207,0.885833624,4.258618588,1.044930044,1.589325836,0.852416517,4.189426238,0.982746874,1.613652521,0.869125071,4.224022413,1.013838459,Aragonite,Aragonite,4,,,73.053127,ch,female,90,23,8,2018,225,summer,48.835044,-125.14744,23
17656,A,A,,17656HerringHerringA,YES,YES,2.019596829,1.0478725,5.090274718,1.508312927,2.044484562,1.045244898,5.297781959,1.515783613,2.032040696,1.046558699,5.194028339,1.51204827,Aragonite,Aragonite,2,89,6.9804,92.58432376,ch,,60,,8,2018,238,summer,48.38315535,-123.4739843,19
17656,A,A,Unidentified Fish,17656Unidentified FishHerringA,YES,YES,1.761261084,0.95094936,4.623805116,1.185267487,1.708245684,0.920046825,4.495085906,1.126925318,1.734753384,0.935498093,4.559445511,1.156096402,Aragonite,Aragonite,4,,,78.70635746,ch,,60,,8,2018,238,summer,48.38315535,-123.4739843,19
17657,A,A,,17657HerringHerringA,YES,YES,2.017123441,1.041042596,5.294173252,1.47094595,1.995129476,1.033379641,5.21862276,1.448824906,2.006126458,1.037211119,5.256398006,1.459885428,Aragonite,Aragonite,2,90,7.1163,91.37459534,ch,,60,,8,2018,238,summer,48.60196503,-123.265792,19
17657,B,B,,17657HerringHerringB,YES,YES,1.82690925,0.947783316,4.758164946,1.169137203,1.812661251,0.947167252,4.63733125,1.139640843,1.819785251,0.947475284,4.697748098,1.154389023,Aragonite,Aragonite,2,79,4.9843,82.67581508,ch,,60,,8,2018,238,summer,48.60196503,-123.265792,19
17657,C,C,,17657HerringHerringC,NO,YES,,,,,1.698767741,0.942778849,4.514025371,1.129696226,1.698767741,0.942778849,4.514025371,1.129696226,,Aragonite,2,77,4.9279,77.02647568,ch,,60,,8,2018,238,summer,48.60196503,-123.265792,19
17657,E,E,,17657HerringHerringE,YES,YES,2.668250704,1.472838687,7.479461679,2.868324004,2.820187403,1.483258244,7.620228281,2.999058346,2.744219054,1.478048465,7.54984498,2.933691175,Aragonite,Aragonite,2,127,20.7987,125.8302339,ch,,60,,8,2018,238,summer,48.60196503,-123.265792,19
17658,A,A,,17658HerringHerringA,YES,NO,3.615378948,1.701909244,9.41242351,4.424234979,,,,,3.615378948,1.701909244,9.41242351,4.424234979,Aragonite,,4,,,166.49772,ch,,65,,8,2018,238,summer,48.38315535,-123.4739843,19
17662,A,A,Unidentified Fish,17662Unidentified FishHerringA,YES,NO,1.725259287,0.8979104,4.34170783,1.097693879,,,,,1.725259287,0.8979104,4.34170783,1.097693879,Aragonite,,4,,,78.26315403,ch,,64,,8,2018,238,summer,48.38315535,-123.4739843,19
17663,A,A,Unidentified Fish,17663Unidentified FishHerringA,YES,YES,2.06052645,1.1160103,5.543379367,1.543529227,2.096289831,1.089401345,5.576260907,1.57275555,2.07840814,1.102705823,5.559820137,1.558142388,Aragonite,Aragonite,4,,,94.7488488,ch,female,66,,8,2018,238,summer,48.42394945,-123.4244635,19
17664,A,A,Unidentified Fish,17664Unidentified FishHerringA,YES,NO,3.857307241,1.878569632,10.62346982,4.979525627,,,,,3.857307241,1.878569632,10.62346982,4.979525627,Aragonite,,4,,,177.7914166,ch,female,79,14,7,2018,193,summer,49.96580069,-125.0847398,13
17664,B,B,Unidentified Fish,17664Unidentified FishHerringB,YES,YES,4.360808364,2.017986145,11.59798978,6.416462004,4.278024524,2.114581919,12.139236,6.280203905,4.319416444,2.066284032,11.86861289,6.348332955,Aragonite,Aragonite,4,,,199.3635984,ch,female,79,14,7,2018,193,summer,49.96580069,-125.0847398,13
17665,A,A,,17665HerringHerringA,YES,YES,2.935189152,1.445504805,7.753957965,2.942935421,2.953941267,1.417688312,7.677732772,2.882197827,2.944565209,1.431596558,7.715845368,2.912566624,Aragonite,Aragonite,1,131,28.6826,135.1827931,ch,female,77,9,8,2018,238,summer,48.42394945,-123.4244635,19
17665,A,A,Unidentified Fish,17665Unidentified FishHerringA,YES,YES,1.589380593,0.890912486,4.225159958,0.994427818,1.620942981,0.894059319,4.261047541,0.998178029,1.605161787,0.892485903,4.24310375,0.996302923,Aragonite,Aragonite,4,,,72.65676255,ch,female,77,9,8,2018,238,summer,48.42394945,-123.4244635,19
17665,B,B,,17665HerringHerringB,YES,NO,1.738955593,1.028487748,4.603992751,1.278586607,,,,,1.738955593,1.028487748,4.603992751,1.278586607,Aragonite,,3,99,6.8623,78.90252501,ch,female,77,9,8,2018,238,summer,48.42394945,-123.4244635,19
17665,C,C,,17665HerringHerringC,YES,YES,1.812098302,1.068672727,4.980932193,1.385120134,1.883788022,1.074897396,5.135119174,1.383371403,1.847943162,1.071785061,5.058025683,1.384245769,Aragonite,Aragonite,3,90,6.0649,83.99028269,ch,female,77,9,8,2018,238,summer,48.42394945,-123.4244635,19
17665,D,D,,17665HerringHerringD,YES,YES,1.628186145,0.933917836,4.350095347,1.077811423,1.654933914,0.926158708,4.388075458,1.079551426,1.641560029,0.930038272,4.369085402,1.078681424,Aragonite,Aragonite,3,77,2.7071,74.35590528,ch,female,77,9,8,2018,238,summer,48.42394945,-123.4244635,19
17666,A,A,,17666HerringHerringA,YES,YES,2.736430589,1.436745813,7.613911749,2.901334366,2.836229918,1.4489058,7.743651496,2.926626108,2.786330254,1.442825806,7.678781623,2.913980237,Aragonite,Aragonite,2,128,27.9839,127.7960689,ch,female,65,9,7,2018,193,summer,49.96580069,-125.0847398,13
17666,B,B,,17666HerringHerringB,NO,YES,,,,,2.790634783,1.424501579,7.412388793,2.858366193,2.790634783,1.424501579,7.412388793,2.858366193,,Aragonite,2,119,16.4919,127.997013,ch,female,65,9,7,2018,193,summer,49.96580069,-125.0847398,13
17668,A,A,Unidentified Fish,17668Unidentified FishHerringA,NO,YES,,,,,1.234865127,0.727165056,3.224664302,0.624141612,1.234865127,0.727165056,3.224664302,0.624141612,,Aragonite,4,,,55.37057388,co,male,56,,7,2018,185,summer,49.96580069,-125.0847398,13
17668,B,B,Unidentified Fish,17668Unidentified FishHerringB,YES,NO,1.044300706,0.706098119,2.890831109,0.540539197,,,,,1.044300706,0.706098119,2.890831109,0.540539197,Aragonite,,4,,,46.47464558,co,male,56,,7,2018,185,summer,49.96580069,-125.0847398,13
17668,C,C,Unidentified Fish,17668Unidentified FishHerringC,YES,YES,1.183925906,0.755022322,3.193495914,0.645942462,1.26115462,0.768021907,3.338838669,0.681478005,1.222540263,0.761522115,3.266167291,0.663710234,Aragonite,Aragonite,4,,,54.79522457,co,male,56,,7,2018,185,summer,49.96580069,-125.0847398,13
17673,A,A,,17673HerringHerringA,YES,YES,2.840481939,1.451115397,7.750528442,2.859357505,2.955227753,1.446682721,7.840259286,2.933393574,2.897854846,1.448899059,7.795393864,2.896375539,Aragonite,Aragonite,3,118,23.4141,133.0022599,ch,male,67,,7,2018,209,summer,49.98463704,-125.1820986,13
17673,B,B,,17673HerringHerringB,YES,YES,2.88323766,1.421743482,8.079292369,2.843604149,2.896038729,1.394842058,7.885966552,2.786585362,2.889638195,1.40829277,7.98262946,2.815094756,Aragonite,Aragonite,3,132,21.3844,132.6186902,ch,male,67,,7,2018,209,summer,49.98463704,-125.1820986,13
17673,C,C,,17673HerringHerringC,NO,YES,,,,,2.647686965,1.341603898,7.178605536,2.48967666,2.647686965,1.341603898,7.178605536,2.48967666,,Aragonite,3,115,14.2562,121.3239229,ch,male,67,,7,2018,209,summer,49.98463704,-125.1820986,13
17675,A,A,,17675HerringHerringA,YES,YES,4.215923292,1.930449893,11.88905053,5.809574661,4.251934607,1.883350835,11.59893064,5.654321642,4.23392895,1.906900364,11.74399058,5.731948152,Aragonite,Aragonite,2,202,108.6391,195.3728712,ch,female,69,,6,2018,170,summer,49.96580069,-125.0847398,13
17676,A,A,,17676HerringHerringA,YES,YES,3.464600517,1.625247194,9.141463354,4.0484003,3.588406123,1.631773624,9.418506824,4.124896939,3.52650332,1.628510409,9.279985089,4.08664862,Aragonite,Aragonite,2,177,47.8497,162.348828,ch,female,69,,6,2018,164,summer,49.98463704,-125.1820986,13
17680,A,A,Unidentified Fish,17680Unidentified FishHerringA,YES,NO,3.345770677,1.64197322,8.87848546,3.959749831,,,,,3.345770677,1.64197322,8.87848546,3.959749831,Aragonite,,4,,,153.9118667,ch,female,74,13,8,2018,224,summer,48.41464598,-123.4159602,19
17682,A,A,,17682HerringHerringA,YES,YES,1.251749863,0.756713177,3.334994117,0.689859018,1.252942917,0.752392742,3.363733319,0.682249386,1.25234639,0.75455296,3.349363718,0.686054202,Aragonite,Aragonite,3,59,2.29,56.18663418,co,female,51,,7,2018,184,summer,50.00974064,-125.1334192,13
17682,B,B,,17682HerringHerringB,YES,YES,1.25926078,0.801254476,3.753314621,0.719650503,1.375213812,0.803608521,3.715335231,0.760617971,1.317237296,0.802431499,3.734324926,0.740134237,Aragonite,Aragonite,3,65,3.3661,59.21587145,co,female,51,,7,2018,184,summer,50.00974064,-125.1334192,13
17682,D,D,,17682HerringHerringD,YES,YES,1.260558665,0.782670075,3.463266222,0.695443175,1.28603155,0.760002124,3.46690511,0.681040424,1.273295108,0.7713361,3.465085666,0.688241799,Aragonite,Aragonite,3,60,2.4002,57.16456223,co,female,51,,7,2018,184,summer,50.00974064,-125.1334192,13
17684,A,A,,17684HerringHerringA,YES,YES,3.245883026,1.566730701,9.090912054,3.523775366,3.29003271,1.630997985,9.228619815,3.663809946,3.267957868,1.598864343,9.159765934,3.593792656,Aragonite,Aragonite,3,143,42.7338,150.2794092,ch,female,75,14,7,2018,193,summer,49.96580069,-125.0847398,13
17684,B,B,,17684HerringHerringB,YES,YES,3.261942233,1.537016102,8.7987419,3.477824182,3.321544881,1.598822143,9.064069986,3.68796277,3.291743557,1.567919123,8.931405943,3.582893476,Aragonite,Aragonite,3,136,35.5377,151.3897727,ch,female,75,14,7,2018,193,summer,49.96580069,-125.0847398,13
17684,C,C,,17684HerringHerringC,YES,YES,3.944392046,1.74974733,10.46333425,4.806618021,3.925499912,1.734879727,10.6721426,4.758857327,3.934945979,1.742313528,10.56773842,4.782737674,Aragonite,Aragonite,3,175,25.3356,181.4157482,ch,female,75,14,7,2018,193,summer,49.96580069,-125.0847398,13
17687,B,B,Unidentified Fish,17687Unidentified FishHerringB,YES,NO,2.971214707,1.521274139,8.348395448,3.265384603,,,,,2.971214707,1.521274139,8.348395448,3.265384603,Aragonite,,4,,,136.4268449,ch,female,70,11.125,8,2018,238,summer,48.41464598,-123.4159602,19
17688,A,A,,17688HerringHerringA,YES,YES,1.527767791,0.927757648,4.138724584,0.989256834,1.590010063,0.93423263,4.230709031,1.021683483,1.558888927,0.930995139,4.184716808,1.005470159,Aragonite,Aragonite,3,72,3.6219,70.4966529,ch,male,67,10,8,2018,229,summer,48.41464598,-123.4159602,19
17688,B,B,,17688HerringHerringB,YES,YES,1.50659153,0.846062365,3.906121446,0.896822751,1.496308702,0.852068487,3.995284737,0.848501138,1.501450116,0.849065426,3.950703092,0.872661945,Aragonite,Vaterite,3,72,3.5201,67.81529431,ch,male,67,10,8,2018,229,summer,48.41464598,-123.4159602,19
17688,C,C,,17688HerringHerringC,YES,YES,1.580908501,0.875064952,4.152484896,0.999991488,1.590627254,0.888220279,4.208340235,1.029396281,1.585767877,0.881642615,4.180412566,1.014693884,Aragonite,Aragonite,3,80,5.2099,71.75141606,ch,male,67,10,8,2018,229,summer,48.41464598,-123.4159602,19
17688,D,D,,17688HerringHerringD,YES,YES,1.602546198,0.892140998,4.235029155,1.020340586,1.610361492,0.895256496,4.219965705,1.022060218,1.606453845,0.893698747,4.22749743,1.021200402,Aragonite,Aragonite,3,79,4.8267,72.71707838,ch,male,67,10,8,2018,229,summer,48.41464598,-123.4159602,19
17688,E,E,,17688HerringHerringE,YES,YES,1.447025818,0.856950444,3.869521169,0.895116564,1.464345857,0.854878983,3.86550547,0.892086321,1.455685838,0.855914713,3.867513319,0.893601443,Aragonite,Aragonite,3,70,3.187,65.67892627,ch,male,67,10,8,2018,229,summer,48.41464598,-123.4159602,19
17688,F,F,,17688HerringHerringF,YES,YES,1.597195952,0.939903057,4.250573863,1.069832153,1.676995113,0.944429109,4.369721502,1.125339721,1.637095533,0.942166083,4.310147683,1.097585937,Aragonite,Aragonite,3,82,5.6664,74.14749365,ch,male,67,10,8,2018,229,summer,48.41464598,-123.4159602,19
17689,A,A,,17689HerringHerringA,YES,YES,2.707797653,1.415664229,7.706594285,2.720197052,2.729314989,1.400426265,9.289749613,2.627670066,2.718556321,1.408045247,8.498171949,2.673933559,Aragonite,Vaterite,2,121,18.0198,124.6322462,ch,female,70,11.625,7,2018,196,summer,48.41464598,-123.4159602,19
17690,A,A,Unidentified Fish,17690Unidentified FishHerringA,YES,YES,1.156683051,0.75155971,3.202310323,0.60561033,1.175509018,0.731932034,3.183483279,0.590289591,1.166096035,0.741745872,3.192896801,0.59794996,Aragonite,Aragonite,3,52,1.0535,52.16029508,ch,female,75,,7,2018,205,summer,49.79329645,-124.9917005,14
17690,B,B,Unidentified Fish,17690Unidentified FishHerringB,YES,YES,1.166026611,0.726141778,3.110851754,0.607152839,1.159439831,0.729274576,3.073963699,0.603538999,1.162733221,0.727708177,3.092407726,0.605345919,Aragonite,Aragonite,3,50,0.9267,52.00331221,ch,female,75,,7,2018,205,summer,49.79329645,-124.9917005,14
17690,C,C,Unidentified Fish,17690Unidentified FishHerringC,YES,NO,1.145803462,0.737499537,3.082037739,0.576313569,,,,,1.145803462,0.737499537,3.082037739,0.576313569,Aragonite,,4,45,,51.21299724,ch,female,75,,7,2018,205,summer,49.79329645,-124.9917005,14
17691,A,A,,17691HerringHerringA,YES,YES,0.665690482,0.54557465,1.925021244,0.263422874,0.677135557,0.534217044,2.141560116,0.256579273,0.67141302,0.539895847,2.03329068,0.260001073,Aragonite,Aragonite,3,50,0.7505,29.06750258,co,female,52,4,6,2018,180,summer,48.40852342,-123.3825614,19
17691,B,B,,17691HerringHerringB,YES,YES,0.809188012,0.569404199,2.432692854,0.306764554,0.744216399,0.569040531,2.220810004,0.311146588,0.776702205,0.569222365,2.326751429,0.308955571,Aragonite,Aragonite,3,45,0.6678,33.98261235,co,female,52,4,6,2018,180,summer,48.40852342,-123.3825614,19
17692,A,A,,17692HerringHerringA,YES,YES,3.397088014,1.576282738,8.894409375,3.742319403,3.531918285,1.55422629,8.935440771,3.794651798,3.464503149,1.565254514,8.914925073,3.7684856,Aragonite,Aragonite,3,157,41.4316,159.454536,ch,male,67,,7,2018,205,summer,49.79329645,-124.9917005,14
17692,A,A,Unidentified Fish,17692Unidentified FishHerringA,YES,YES,3.675476943,1.844409441,10.98406648,4.931296984,3.942712827,1.990592947,10.77011592,5.453861994,3.809094885,1.917501194,10.8770912,5.192579489,Aragonite,Aragonite,4,,,175.5407674,ch,male,67,,7,2018,205,summer,49.79329645,-124.9917005,14
17694,A,A,Unidentified Fish,17694Unidentified FishHerringA,YES,NO,3.978669385,1.879605193,10.84371184,5.458683768,,,,,3.978669385,1.879605193,10.84371184,5.458683768,Aragonite,,4,,,183.4568442,ch,male,87,,7,2018,205,summer,49.79329645,-124.9917005,14
17694,B,B,,17694HerringHerringB,YES,NO,3.768553221,1.908331319,10.82972327,4.983492746,,,,,3.768553221,1.908331319,10.82972327,4.983492746,Aragonite,,3,201,59.8754,173.6482015,ch,male,87,,7,2018,205,summer,49.79329645,-124.9917005,14
17695,A,A,,17695HerringHerringA,YES,YES,3.56971965,1.698759955,9.417668926,4.347876558,3.668820035,1.718987639,9.490758435,4.456033983,3.619269842,1.708873797,9.45421368,4.40195527,Aragonite,Aragonite,3,169,39.8986,166.6793548,ch,female,72,,6,2018,171,summer,49.52117102,-124.6309931,14
17696,A,A,Unidentified Fish,17696Unidentified FishHerringA,YES,YES,2.895660779,1.532139585,7.821024268,3.194426968,2.979094538,1.560593434,8.142246002,3.279668359,2.937377658,1.546366509,7.981635135,3.237047663,Aragonite,Aragonite,4,,,134.8472638,ch,female,71,,7,2018,211,summer,49.79329645,-124.9917005,14
17696,B,B,Unidentified Fish,17696Unidentified FishHerringB,YES,YES,1.324363156,0.776086167,3.516355141,0.70982785,1.330331562,0.795520709,3.515956748,0.733049769,1.327347359,0.785803438,3.516155944,0.72143881,Aragonite,Aragonite,4,,,59.68782943,ch,female,71,,7,2018,211,summer,49.79329645,-124.9917005,14
17697,A,A,,17697HerringHerringA,YES,YES,2.987700547,1.388963389,8.035405892,2.97507491,3.064804234,1.442625578,8.112180649,3.070565836,3.02625239,1.415794484,8.07379327,3.022820373,Aragonite,Aragonite,3,128,20.4906,138.9961141,ch,female,64,,7,2018,201,summer,49.52117102,-124.6309931,14
17700,A,A,,17700HerringHerringA,YES,YES,2.948969292,1.415182748,7.738902522,2.976582237,3.007510917,1.393378182,7.704679019,2.948688671,2.978240105,1.404280465,7.721790771,2.962635454,Aragonite,Aragonite,1,124,18.3996,136.7548046,co,female,57,5.5625,9,2018,258,summer,48.35967855,-123.7568238,20
17702,A,A,Unidentified Fish,17702Unidentified FishHerringA,YES,YES,1.830502447,0.999133921,4.808086519,1.264631717,1.823446313,1.01336977,4.83937717,1.269389233,1.82697438,1.006251845,4.823731844,1.267010475,Aragonite,Aragonite,4,,,83.01141801,ch,male,82,14.6,8,2018,242,summer,48.91615315,-125.2393144,23
17704,A,A,Unidentified Fish,17704Unidentified FishHerringA,YES,YES,1.573974434,0.891895911,4.138038957,0.980429304,1.604354825,0.910218058,4.243370359,1.02210316,1.58916463,0.901056985,4.190704658,1.001266232,Aragonite,Aragonite,3,68,2.7211,71.90998324,ch,male,83,19,8,2018,223,summer,48.92281028,-125.2197058,23
17706,A,A,Unidentified Fish,17706Unidentified FishHerringA,YES,YES,3.431893142,1.764246068,9.625950005,4.348276486,3.481664016,1.756603902,9.81168317,4.288763096,3.456778579,1.760424985,9.718816587,4.318519791,Aragonite,Aragonite,4,,,159.0939376,ch,female,84.5,13,5,2018,150,spring,54.17264167,-132.9431133,1
17708,A,A,,17708HerringHerringA,YES,YES,3.635808712,1.610924289,10.02581238,4.180058317,3.701151944,1.608192663,9.976481695,4.251057816,3.668480328,1.609558476,10.00114704,4.215558067,Aragonite,Aragonite,3,171,57.4809,168.9765987,ch,female,82,18,7,2018,190,summer,54.26087333,-133.0659017,101
